id,study_id,doi,year,journal,title,realm,host_kingdom,host_phylum,host_class,host_order,host_family,host_genus,host_species,host_common_name,host_latin_name,environment,environment_sub,environment_sub_sub,animal_gut,sequencing_platform,dna_extraction_method,dna_extraction_material,dna_extraction_unit,dna_extraction_amount,location,city,latitude,longitude,Abstract,dataset
SRR8100324,150,10.1128/mBio.01604-18,2018,"mBio","Impact of Individual Traits, Saturated Fat, and Protein Source on the Gut Microbiome",Organism,Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Sapiens,human,Homo sapiens,null,Feces,null,Yes,Illumina HiSeq,"MoBio PowerSoil DNA extraction kit","Fecal samples from humans","not described","not described",USA,"Los Angeles",34.0657,-118.4457,"Interindividual variation in the composition of the human gut microbiome was examined in relation to demographic and anthropometric traits, and to changes in dietary saturated fat intake and protein source. One hundred nine healthy men and women aged 21 to 65, with BMIs of 18 to 36, were randomized, after a two-week baseline diet, to high (15% total energy [E])- or low (7%E)-saturated-fat groups and randomly received three diets (four weeks each) in which the protein source (25%E) was mainly red meat (beef, pork) (12%E), white meat (chicken, turkey) (12%E), and nonmeat sources (nuts, beans, soy) (16%E). Taxonomic characterization using 16S ribosomal DNA was performed on fecal samples collected at each diet completion. Interindividual differences in age, body fat (%), height, ethnicity, sex, and alpha diversity (Shannon) were all significant factors, and most samples clustered by participant in the PCoA ordination. The dietary interventions did not significantly alter the overall microbiome community in ordination space, but there was an effect on taxon abundance levels. Saturated fat had a greater effect than protein source on taxon differential abundance, but protein source had a significant effect once the fat influence was removed. Higher alpha diversity predicted lower beta diversity between the experimental and baseline diets, indicating greater resistance to change in people with higher microbiome diversity. Our results suggest that interindividual differences outweighed the influence of these specific dietary changes on the microbiome and that moderate changes in saturated fat level and protein source correspond to modest changes in the microbiome.",MiCoDa
SRR8100326,150,10.1128/mBio.01604-18,2018,"mBio","Impact of Individual Traits, Saturated Fat, and Protein Source on the Gut Microbiome",Organism,Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Sapiens,human,Homo sapiens,null,Feces,null,Yes,Illumina HiSeq,"MoBio PowerSoil DNA extraction kit","Fecal samples from humans","not described","not described",USA,"Los Angeles",34.0657,-118.4457,"Interindividual variation in the composition of the human gut microbiome was examined in relation to demographic and anthropometric traits, and to changes in dietary saturated fat intake and protein source. One hundred nine healthy men and women aged 21 to 65, with BMIs of 18 to 36, were randomized, after a two-week baseline diet, to high (15% total energy [E])- or low (7%E)-saturated-fat groups and randomly received three diets (four weeks each) in which the protein source (25%E) was mainly red meat (beef, pork) (12%E), white meat (chicken, turkey) (12%E), and nonmeat sources (nuts, beans, soy) (16%E). Taxonomic characterization using 16S ribosomal DNA was performed on fecal samples collected at each diet completion. Interindividual differences in age, body fat (%), height, ethnicity, sex, and alpha diversity (Shannon) were all significant factors, and most samples clustered by participant in the PCoA ordination. The dietary interventions did not significantly alter the overall microbiome community in ordination space, but there was an effect on taxon abundance levels. Saturated fat had a greater effect than protein source on taxon differential abundance, but protein source had a significant effect once the fat influence was removed. Higher alpha diversity predicted lower beta diversity between the experimental and baseline diets, indicating greater resistance to change in people with higher microbiome diversity. Our results suggest that interindividual differences outweighed the influence of these specific dietary changes on the microbiome and that moderate changes in saturated fat level and protein source correspond to modest changes in the microbiome.",MiCoDa
SRR8100328,150,10.1128/mBio.01604-18,2018,"mBio","Impact of Individual Traits, Saturated Fat, and Protein Source on the Gut Microbiome",Organism,Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Sapiens,human,Homo sapiens,null,Feces,null,Yes,Illumina HiSeq,"MoBio PowerSoil DNA extraction kit","Fecal samples from humans","not described","not described",USA,"Los Angeles",34.0657,-118.4457,"Interindividual variation in the composition of the human gut microbiome was examined in relation to demographic and anthropometric traits, and to changes in dietary saturated fat intake and protein source. One hundred nine healthy men and women aged 21 to 65, with BMIs of 18 to 36, were randomized, after a two-week baseline diet, to high (15% total energy [E])- or low (7%E)-saturated-fat groups and randomly received three diets (four weeks each) in which the protein source (25%E) was mainly red meat (beef, pork) (12%E), white meat (chicken, turkey) (12%E), and nonmeat sources (nuts, beans, soy) (16%E). Taxonomic characterization using 16S ribosomal DNA was performed on fecal samples collected at each diet completion. Interindividual differences in age, body fat (%), height, ethnicity, sex, and alpha diversity (Shannon) were all significant factors, and most samples clustered by participant in the PCoA ordination. The dietary interventions did not significantly alter the overall microbiome community in ordination space, but there was an effect on taxon abundance levels. Saturated fat had a greater effect than protein source on taxon differential abundance, but protein source had a significant effect once the fat influence was removed. Higher alpha diversity predicted lower beta diversity between the experimental and baseline diets, indicating greater resistance to change in people with higher microbiome diversity. Our results suggest that interindividual differences outweighed the influence of these specific dietary changes on the microbiome and that moderate changes in saturated fat level and protein source correspond to modest changes in the microbiome.",MiCoDa
SRR8100332,150,10.1128/mBio.01604-18,2018,"mBio","Impact of Individual Traits, Saturated Fat, and Protein Source on the Gut Microbiome",Organism,Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Sapiens,human,Homo sapiens,null,Feces,null,Yes,Illumina HiSeq,"MoBio PowerSoil DNA extraction kit","Fecal samples from humans","not described","not described",USA,"Los Angeles",34.0657,-118.4457,"Interindividual variation in the composition of the human gut microbiome was examined in relation to demographic and anthropometric traits, and to changes in dietary saturated fat intake and protein source. One hundred nine healthy men and women aged 21 to 65, with BMIs of 18 to 36, were randomized, after a two-week baseline diet, to high (15% total energy [E])- or low (7%E)-saturated-fat groups and randomly received three diets (four weeks each) in which the protein source (25%E) was mainly red meat (beef, pork) (12%E), white meat (chicken, turkey) (12%E), and nonmeat sources (nuts, beans, soy) (16%E). Taxonomic characterization using 16S ribosomal DNA was performed on fecal samples collected at each diet completion. Interindividual differences in age, body fat (%), height, ethnicity, sex, and alpha diversity (Shannon) were all significant factors, and most samples clustered by participant in the PCoA ordination. The dietary interventions did not significantly alter the overall microbiome community in ordination space, but there was an effect on taxon abundance levels. Saturated fat had a greater effect than protein source on taxon differential abundance, but protein source had a significant effect once the fat influence was removed. Higher alpha diversity predicted lower beta diversity between the experimental and baseline diets, indicating greater resistance to change in people with higher microbiome diversity. Our results suggest that interindividual differences outweighed the influence of these specific dietary changes on the microbiome and that moderate changes in saturated fat level and protein source correspond to modest changes in the microbiome.",MiCoDa
SRR8100336,150,10.1128/mBio.01604-18,2018,"mBio","Impact of Individual Traits, Saturated Fat, and Protein Source on the Gut Microbiome",Organism,Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Sapiens,human,Homo sapiens,null,Feces,null,Yes,Illumina HiSeq,"MoBio PowerSoil DNA extraction kit","Fecal samples from humans","not described","not described",USA,"Los Angeles",34.0657,-118.4457,"Interindividual variation in the composition of the human gut microbiome was examined in relation to demographic and anthropometric traits, and to changes in dietary saturated fat intake and protein source. One hundred nine healthy men and women aged 21 to 65, with BMIs of 18 to 36, were randomized, after a two-week baseline diet, to high (15% total energy [E])- or low (7%E)-saturated-fat groups and randomly received three diets (four weeks each) in which the protein source (25%E) was mainly red meat (beef, pork) (12%E), white meat (chicken, turkey) (12%E), and nonmeat sources (nuts, beans, soy) (16%E). Taxonomic characterization using 16S ribosomal DNA was performed on fecal samples collected at each diet completion. Interindividual differences in age, body fat (%), height, ethnicity, sex, and alpha diversity (Shannon) were all significant factors, and most samples clustered by participant in the PCoA ordination. The dietary interventions did not significantly alter the overall microbiome community in ordination space, but there was an effect on taxon abundance levels. Saturated fat had a greater effect than protein source on taxon differential abundance, but protein source had a significant effect once the fat influence was removed. Higher alpha diversity predicted lower beta diversity between the experimental and baseline diets, indicating greater resistance to change in people with higher microbiome diversity. Our results suggest that interindividual differences outweighed the influence of these specific dietary changes on the microbiome and that moderate changes in saturated fat level and protein source correspond to modest changes in the microbiome.",MiCoDa
SRR8100340,150,10.1128/mBio.01604-18,2018,"mBio","Impact of Individual Traits, Saturated Fat, and Protein Source on the Gut Microbiome",Organism,Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Sapiens,human,Homo sapiens,null,Feces,null,Yes,Illumina HiSeq,"MoBio PowerSoil DNA extraction kit","Fecal samples from humans","not described","not described",USA,"Los Angeles",34.0657,-118.4457,"Interindividual variation in the composition of the human gut microbiome was examined in relation to demographic and anthropometric traits, and to changes in dietary saturated fat intake and protein source. One hundred nine healthy men and women aged 21 to 65, with BMIs of 18 to 36, were randomized, after a two-week baseline diet, to high (15% total energy [E])- or low (7%E)-saturated-fat groups and randomly received three diets (four weeks each) in which the protein source (25%E) was mainly red meat (beef, pork) (12%E), white meat (chicken, turkey) (12%E), and nonmeat sources (nuts, beans, soy) (16%E). Taxonomic characterization using 16S ribosomal DNA was performed on fecal samples collected at each diet completion. Interindividual differences in age, body fat (%), height, ethnicity, sex, and alpha diversity (Shannon) were all significant factors, and most samples clustered by participant in the PCoA ordination. The dietary interventions did not significantly alter the overall microbiome community in ordination space, but there was an effect on taxon abundance levels. Saturated fat had a greater effect than protein source on taxon differential abundance, but protein source had a significant effect once the fat influence was removed. Higher alpha diversity predicted lower beta diversity between the experimental and baseline diets, indicating greater resistance to change in people with higher microbiome diversity. Our results suggest that interindividual differences outweighed the influence of these specific dietary changes on the microbiome and that moderate changes in saturated fat level and protein source correspond to modest changes in the microbiome.",MiCoDa
SRR8100350,150,10.1128/mBio.01604-18,2018,"mBio","Impact of Individual Traits, Saturated Fat, and Protein Source on the Gut Microbiome",Organism,Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Sapiens,human,Homo sapiens,null,Feces,null,Yes,Illumina HiSeq,"MoBio PowerSoil DNA extraction kit","Fecal samples from humans","not described","not described",USA,"Los Angeles",34.0657,-118.4457,"Interindividual variation in the composition of the human gut microbiome was examined in relation to demographic and anthropometric traits, and to changes in dietary saturated fat intake and protein source. One hundred nine healthy men and women aged 21 to 65, with BMIs of 18 to 36, were randomized, after a two-week baseline diet, to high (15% total energy [E])- or low (7%E)-saturated-fat groups and randomly received three diets (four weeks each) in which the protein source (25%E) was mainly red meat (beef, pork) (12%E), white meat (chicken, turkey) (12%E), and nonmeat sources (nuts, beans, soy) (16%E). Taxonomic characterization using 16S ribosomal DNA was performed on fecal samples collected at each diet completion. Interindividual differences in age, body fat (%), height, ethnicity, sex, and alpha diversity (Shannon) were all significant factors, and most samples clustered by participant in the PCoA ordination. The dietary interventions did not significantly alter the overall microbiome community in ordination space, but there was an effect on taxon abundance levels. Saturated fat had a greater effect than protein source on taxon differential abundance, but protein source had a significant effect once the fat influence was removed. Higher alpha diversity predicted lower beta diversity between the experimental and baseline diets, indicating greater resistance to change in people with higher microbiome diversity. Our results suggest that interindividual differences outweighed the influence of these specific dietary changes on the microbiome and that moderate changes in saturated fat level and protein source correspond to modest changes in the microbiome.",MiCoDa
SRR8100352,150,10.1128/mBio.01604-18,2018,"mBio","Impact of Individual Traits, Saturated Fat, and Protein Source on the Gut Microbiome",Organism,Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Sapiens,human,Homo sapiens,null,Feces,null,Yes,Illumina HiSeq,"MoBio PowerSoil DNA extraction kit","Fecal samples from humans","not described","not described",USA,"Los Angeles",34.0657,-118.4457,"Interindividual variation in the composition of the human gut microbiome was examined in relation to demographic and anthropometric traits, and to changes in dietary saturated fat intake and protein source. One hundred nine healthy men and women aged 21 to 65, with BMIs of 18 to 36, were randomized, after a two-week baseline diet, to high (15% total energy [E])- or low (7%E)-saturated-fat groups and randomly received three diets (four weeks each) in which the protein source (25%E) was mainly red meat (beef, pork) (12%E), white meat (chicken, turkey) (12%E), and nonmeat sources (nuts, beans, soy) (16%E). Taxonomic characterization using 16S ribosomal DNA was performed on fecal samples collected at each diet completion. Interindividual differences in age, body fat (%), height, ethnicity, sex, and alpha diversity (Shannon) were all significant factors, and most samples clustered by participant in the PCoA ordination. The dietary interventions did not significantly alter the overall microbiome community in ordination space, but there was an effect on taxon abundance levels. Saturated fat had a greater effect than protein source on taxon differential abundance, but protein source had a significant effect once the fat influence was removed. Higher alpha diversity predicted lower beta diversity between the experimental and baseline diets, indicating greater resistance to change in people with higher microbiome diversity. Our results suggest that interindividual differences outweighed the influence of these specific dietary changes on the microbiome and that moderate changes in saturated fat level and protein source correspond to modest changes in the microbiome.",MiCoDa
SRR8100356,150,10.1128/mBio.01604-18,2018,"mBio","Impact of Individual Traits, Saturated Fat, and Protein Source on the Gut Microbiome",Organism,Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Sapiens,human,Homo sapiens,null,Feces,null,Yes,Illumina HiSeq,"MoBio PowerSoil DNA extraction kit","Fecal samples from humans","not described","not described",USA,"Los Angeles",34.0657,-118.4457,"Interindividual variation in the composition of the human gut microbiome was examined in relation to demographic and anthropometric traits, and to changes in dietary saturated fat intake and protein source. One hundred nine healthy men and women aged 21 to 65, with BMIs of 18 to 36, were randomized, after a two-week baseline diet, to high (15% total energy [E])- or low (7%E)-saturated-fat groups and randomly received three diets (four weeks each) in which the protein source (25%E) was mainly red meat (beef, pork) (12%E), white meat (chicken, turkey) (12%E), and nonmeat sources (nuts, beans, soy) (16%E). Taxonomic characterization using 16S ribosomal DNA was performed on fecal samples collected at each diet completion. Interindividual differences in age, body fat (%), height, ethnicity, sex, and alpha diversity (Shannon) were all significant factors, and most samples clustered by participant in the PCoA ordination. The dietary interventions did not significantly alter the overall microbiome community in ordination space, but there was an effect on taxon abundance levels. Saturated fat had a greater effect than protein source on taxon differential abundance, but protein source had a significant effect once the fat influence was removed. Higher alpha diversity predicted lower beta diversity between the experimental and baseline diets, indicating greater resistance to change in people with higher microbiome diversity. Our results suggest that interindividual differences outweighed the influence of these specific dietary changes on the microbiome and that moderate changes in saturated fat level and protein source correspond to modest changes in the microbiome.",MiCoDa
SRR8100363,150,10.1128/mBio.01604-18,2018,"mBio","Impact of Individual Traits, Saturated Fat, and Protein Source on the Gut Microbiome",Organism,Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Sapiens,human,Homo sapiens,null,Feces,null,Yes,Illumina HiSeq,"MoBio PowerSoil DNA extraction kit","Fecal samples from humans","not described","not described",USA,"Los Angeles",34.0657,-118.4457,"Interindividual variation in the composition of the human gut microbiome was examined in relation to demographic and anthropometric traits, and to changes in dietary saturated fat intake and protein source. One hundred nine healthy men and women aged 21 to 65, with BMIs of 18 to 36, were randomized, after a two-week baseline diet, to high (15% total energy [E])- or low (7%E)-saturated-fat groups and randomly received three diets (four weeks each) in which the protein source (25%E) was mainly red meat (beef, pork) (12%E), white meat (chicken, turkey) (12%E), and nonmeat sources (nuts, beans, soy) (16%E). Taxonomic characterization using 16S ribosomal DNA was performed on fecal samples collected at each diet completion. Interindividual differences in age, body fat (%), height, ethnicity, sex, and alpha diversity (Shannon) were all significant factors, and most samples clustered by participant in the PCoA ordination. The dietary interventions did not significantly alter the overall microbiome community in ordination space, but there was an effect on taxon abundance levels. Saturated fat had a greater effect than protein source on taxon differential abundance, but protein source had a significant effect once the fat influence was removed. Higher alpha diversity predicted lower beta diversity between the experimental and baseline diets, indicating greater resistance to change in people with higher microbiome diversity. Our results suggest that interindividual differences outweighed the influence of these specific dietary changes on the microbiome and that moderate changes in saturated fat level and protein source correspond to modest changes in the microbiome.",MiCoDa
SRR8100367,150,10.1128/mBio.01604-18,2018,"mBio","Impact of Individual Traits, Saturated Fat, and Protein Source on the Gut Microbiome",Organism,Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Sapiens,human,Homo sapiens,null,Feces,null,Yes,Illumina HiSeq,"MoBio PowerSoil DNA extraction kit","Fecal samples from humans","not described","not described",USA,"Los Angeles",34.0657,-118.4457,"Interindividual variation in the composition of the human gut microbiome was examined in relation to demographic and anthropometric traits, and to changes in dietary saturated fat intake and protein source. One hundred nine healthy men and women aged 21 to 65, with BMIs of 18 to 36, were randomized, after a two-week baseline diet, to high (15% total energy [E])- or low (7%E)-saturated-fat groups and randomly received three diets (four weeks each) in which the protein source (25%E) was mainly red meat (beef, pork) (12%E), white meat (chicken, turkey) (12%E), and nonmeat sources (nuts, beans, soy) (16%E). Taxonomic characterization using 16S ribosomal DNA was performed on fecal samples collected at each diet completion. Interindividual differences in age, body fat (%), height, ethnicity, sex, and alpha diversity (Shannon) were all significant factors, and most samples clustered by participant in the PCoA ordination. The dietary interventions did not significantly alter the overall microbiome community in ordination space, but there was an effect on taxon abundance levels. Saturated fat had a greater effect than protein source on taxon differential abundance, but protein source had a significant effect once the fat influence was removed. Higher alpha diversity predicted lower beta diversity between the experimental and baseline diets, indicating greater resistance to change in people with higher microbiome diversity. Our results suggest that interindividual differences outweighed the influence of these specific dietary changes on the microbiome and that moderate changes in saturated fat level and protein source correspond to modest changes in the microbiome.",MiCoDa
SRR8100369,150,10.1128/mBio.01604-18,2018,"mBio","Impact of Individual Traits, Saturated Fat, and Protein Source on the Gut Microbiome",Organism,Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Sapiens,human,Homo sapiens,null,Feces,null,Yes,Illumina HiSeq,"MoBio PowerSoil DNA extraction kit","Fecal samples from humans","not described","not described",USA,"Los Angeles",34.0657,-118.4457,"Interindividual variation in the composition of the human gut microbiome was examined in relation to demographic and anthropometric traits, and to changes in dietary saturated fat intake and protein source. One hundred nine healthy men and women aged 21 to 65, with BMIs of 18 to 36, were randomized, after a two-week baseline diet, to high (15% total energy [E])- or low (7%E)-saturated-fat groups and randomly received three diets (four weeks each) in which the protein source (25%E) was mainly red meat (beef, pork) (12%E), white meat (chicken, turkey) (12%E), and nonmeat sources (nuts, beans, soy) (16%E). Taxonomic characterization using 16S ribosomal DNA was performed on fecal samples collected at each diet completion. Interindividual differences in age, body fat (%), height, ethnicity, sex, and alpha diversity (Shannon) were all significant factors, and most samples clustered by participant in the PCoA ordination. The dietary interventions did not significantly alter the overall microbiome community in ordination space, but there was an effect on taxon abundance levels. Saturated fat had a greater effect than protein source on taxon differential abundance, but protein source had a significant effect once the fat influence was removed. Higher alpha diversity predicted lower beta diversity between the experimental and baseline diets, indicating greater resistance to change in people with higher microbiome diversity. Our results suggest that interindividual differences outweighed the influence of these specific dietary changes on the microbiome and that moderate changes in saturated fat level and protein source correspond to modest changes in the microbiome.",MiCoDa
SRR8100371,150,10.1128/mBio.01604-18,2018,"mBio","Impact of Individual Traits, Saturated Fat, and Protein Source on the Gut Microbiome",Organism,Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Sapiens,human,Homo sapiens,null,Feces,null,Yes,Illumina HiSeq,"MoBio PowerSoil DNA extraction kit","Fecal samples from humans","not described","not described",USA,"Los Angeles",34.0657,-118.4457,"Interindividual variation in the composition of the human gut microbiome was examined in relation to demographic and anthropometric traits, and to changes in dietary saturated fat intake and protein source. One hundred nine healthy men and women aged 21 to 65, with BMIs of 18 to 36, were randomized, after a two-week baseline diet, to high (15% total energy [E])- or low (7%E)-saturated-fat groups and randomly received three diets (four weeks each) in which the protein source (25%E) was mainly red meat (beef, pork) (12%E), white meat (chicken, turkey) (12%E), and nonmeat sources (nuts, beans, soy) (16%E). Taxonomic characterization using 16S ribosomal DNA was performed on fecal samples collected at each diet completion. Interindividual differences in age, body fat (%), height, ethnicity, sex, and alpha diversity (Shannon) were all significant factors, and most samples clustered by participant in the PCoA ordination. The dietary interventions did not significantly alter the overall microbiome community in ordination space, but there was an effect on taxon abundance levels. Saturated fat had a greater effect than protein source on taxon differential abundance, but protein source had a significant effect once the fat influence was removed. Higher alpha diversity predicted lower beta diversity between the experimental and baseline diets, indicating greater resistance to change in people with higher microbiome diversity. Our results suggest that interindividual differences outweighed the influence of these specific dietary changes on the microbiome and that moderate changes in saturated fat level and protein source correspond to modest changes in the microbiome.",MiCoDa
SRR8100373,150,10.1128/mBio.01604-18,2018,"mBio","Impact of Individual Traits, Saturated Fat, and Protein Source on the Gut Microbiome",Organism,Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Sapiens,human,Homo sapiens,null,Feces,null,Yes,Illumina HiSeq,"MoBio PowerSoil DNA extraction kit","Fecal samples from humans","not described","not described",USA,"Los Angeles",34.0657,-118.4457,"Interindividual variation in the composition of the human gut microbiome was examined in relation to demographic and anthropometric traits, and to changes in dietary saturated fat intake and protein source. One hundred nine healthy men and women aged 21 to 65, with BMIs of 18 to 36, were randomized, after a two-week baseline diet, to high (15% total energy [E])- or low (7%E)-saturated-fat groups and randomly received three diets (four weeks each) in which the protein source (25%E) was mainly red meat (beef, pork) (12%E), white meat (chicken, turkey) (12%E), and nonmeat sources (nuts, beans, soy) (16%E). Taxonomic characterization using 16S ribosomal DNA was performed on fecal samples collected at each diet completion. Interindividual differences in age, body fat (%), height, ethnicity, sex, and alpha diversity (Shannon) were all significant factors, and most samples clustered by participant in the PCoA ordination. The dietary interventions did not significantly alter the overall microbiome community in ordination space, but there was an effect on taxon abundance levels. Saturated fat had a greater effect than protein source on taxon differential abundance, but protein source had a significant effect once the fat influence was removed. Higher alpha diversity predicted lower beta diversity between the experimental and baseline diets, indicating greater resistance to change in people with higher microbiome diversity. Our results suggest that interindividual differences outweighed the influence of these specific dietary changes on the microbiome and that moderate changes in saturated fat level and protein source correspond to modest changes in the microbiome.",MiCoDa
SRR8100377,150,10.1128/mBio.01604-18,2018,"mBio","Impact of Individual Traits, Saturated Fat, and Protein Source on the Gut Microbiome",Organism,Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Sapiens,human,Homo sapiens,null,Feces,null,Yes,Illumina HiSeq,"MoBio PowerSoil DNA extraction kit","Fecal samples from humans","not described","not described",USA,"Los Angeles",34.0657,-118.4457,"Interindividual variation in the composition of the human gut microbiome was examined in relation to demographic and anthropometric traits, and to changes in dietary saturated fat intake and protein source. One hundred nine healthy men and women aged 21 to 65, with BMIs of 18 to 36, were randomized, after a two-week baseline diet, to high (15% total energy [E])- or low (7%E)-saturated-fat groups and randomly received three diets (four weeks each) in which the protein source (25%E) was mainly red meat (beef, pork) (12%E), white meat (chicken, turkey) (12%E), and nonmeat sources (nuts, beans, soy) (16%E). Taxonomic characterization using 16S ribosomal DNA was performed on fecal samples collected at each diet completion. Interindividual differences in age, body fat (%), height, ethnicity, sex, and alpha diversity (Shannon) were all significant factors, and most samples clustered by participant in the PCoA ordination. The dietary interventions did not significantly alter the overall microbiome community in ordination space, but there was an effect on taxon abundance levels. Saturated fat had a greater effect than protein source on taxon differential abundance, but protein source had a significant effect once the fat influence was removed. Higher alpha diversity predicted lower beta diversity between the experimental and baseline diets, indicating greater resistance to change in people with higher microbiome diversity. Our results suggest that interindividual differences outweighed the influence of these specific dietary changes on the microbiome and that moderate changes in saturated fat level and protein source correspond to modest changes in the microbiome.",MiCoDa
SRR8100381,150,10.1128/mBio.01604-18,2018,"mBio","Impact of Individual Traits, Saturated Fat, and Protein Source on the Gut Microbiome",Organism,Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Sapiens,human,Homo sapiens,null,Feces,null,Yes,Illumina HiSeq,"MoBio PowerSoil DNA extraction kit","Fecal samples from humans","not described","not described",USA,"Los Angeles",34.0657,-118.4457,"Interindividual variation in the composition of the human gut microbiome was examined in relation to demographic and anthropometric traits, and to changes in dietary saturated fat intake and protein source. One hundred nine healthy men and women aged 21 to 65, with BMIs of 18 to 36, were randomized, after a two-week baseline diet, to high (15% total energy [E])- or low (7%E)-saturated-fat groups and randomly received three diets (four weeks each) in which the protein source (25%E) was mainly red meat (beef, pork) (12%E), white meat (chicken, turkey) (12%E), and nonmeat sources (nuts, beans, soy) (16%E). Taxonomic characterization using 16S ribosomal DNA was performed on fecal samples collected at each diet completion. Interindividual differences in age, body fat (%), height, ethnicity, sex, and alpha diversity (Shannon) were all significant factors, and most samples clustered by participant in the PCoA ordination. The dietary interventions did not significantly alter the overall microbiome community in ordination space, but there was an effect on taxon abundance levels. Saturated fat had a greater effect than protein source on taxon differential abundance, but protein source had a significant effect once the fat influence was removed. Higher alpha diversity predicted lower beta diversity between the experimental and baseline diets, indicating greater resistance to change in people with higher microbiome diversity. Our results suggest that interindividual differences outweighed the influence of these specific dietary changes on the microbiome and that moderate changes in saturated fat level and protein source correspond to modest changes in the microbiome.",MiCoDa
SRR8100383,150,10.1128/mBio.01604-18,2018,"mBio","Impact of Individual Traits, Saturated Fat, and Protein Source on the Gut Microbiome",Organism,Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Sapiens,human,Homo sapiens,null,Feces,null,Yes,Illumina HiSeq,"MoBio PowerSoil DNA extraction kit","Fecal samples from humans","not described","not described",USA,"Los Angeles",34.0657,-118.4457,"Interindividual variation in the composition of the human gut microbiome was examined in relation to demographic and anthropometric traits, and to changes in dietary saturated fat intake and protein source. One hundred nine healthy men and women aged 21 to 65, with BMIs of 18 to 36, were randomized, after a two-week baseline diet, to high (15% total energy [E])- or low (7%E)-saturated-fat groups and randomly received three diets (four weeks each) in which the protein source (25%E) was mainly red meat (beef, pork) (12%E), white meat (chicken, turkey) (12%E), and nonmeat sources (nuts, beans, soy) (16%E). Taxonomic characterization using 16S ribosomal DNA was performed on fecal samples collected at each diet completion. Interindividual differences in age, body fat (%), height, ethnicity, sex, and alpha diversity (Shannon) were all significant factors, and most samples clustered by participant in the PCoA ordination. The dietary interventions did not significantly alter the overall microbiome community in ordination space, but there was an effect on taxon abundance levels. Saturated fat had a greater effect than protein source on taxon differential abundance, but protein source had a significant effect once the fat influence was removed. Higher alpha diversity predicted lower beta diversity between the experimental and baseline diets, indicating greater resistance to change in people with higher microbiome diversity. Our results suggest that interindividual differences outweighed the influence of these specific dietary changes on the microbiome and that moderate changes in saturated fat level and protein source correspond to modest changes in the microbiome.",MiCoDa
SRR8100387,150,10.1128/mBio.01604-18,2018,"mBio","Impact of Individual Traits, Saturated Fat, and Protein Source on the Gut Microbiome",Organism,Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Sapiens,human,Homo sapiens,null,Feces,null,Yes,Illumina HiSeq,"MoBio PowerSoil DNA extraction kit","Fecal samples from humans","not described","not described",USA,"Los Angeles",34.0657,-118.4457,"Interindividual variation in the composition of the human gut microbiome was examined in relation to demographic and anthropometric traits, and to changes in dietary saturated fat intake and protein source. One hundred nine healthy men and women aged 21 to 65, with BMIs of 18 to 36, were randomized, after a two-week baseline diet, to high (15% total energy [E])- or low (7%E)-saturated-fat groups and randomly received three diets (four weeks each) in which the protein source (25%E) was mainly red meat (beef, pork) (12%E), white meat (chicken, turkey) (12%E), and nonmeat sources (nuts, beans, soy) (16%E). Taxonomic characterization using 16S ribosomal DNA was performed on fecal samples collected at each diet completion. Interindividual differences in age, body fat (%), height, ethnicity, sex, and alpha diversity (Shannon) were all significant factors, and most samples clustered by participant in the PCoA ordination. The dietary interventions did not significantly alter the overall microbiome community in ordination space, but there was an effect on taxon abundance levels. Saturated fat had a greater effect than protein source on taxon differential abundance, but protein source had a significant effect once the fat influence was removed. Higher alpha diversity predicted lower beta diversity between the experimental and baseline diets, indicating greater resistance to change in people with higher microbiome diversity. Our results suggest that interindividual differences outweighed the influence of these specific dietary changes on the microbiome and that moderate changes in saturated fat level and protein source correspond to modest changes in the microbiome.",MiCoDa
